generated,log_probs,linear_probs,correct_answer
"['B', ')', ' S', 'igmoid', ' colon']","[-0.00023119197, -4.3202e-07, -1.9361265e-07, -1.3856493e-06, -8.89548e-06]","[99.9768834752804, 99.99995679800934, 99.99998063873687, 99.99986143516601, 99.99911045595647]",B
"['A', ')', ' Short', ' acting', ' beta', ' ', '2', ' agon', 'ists']","[-0.0029743758, -1.7432603e-06, -0.39708278, -0.35607526, -6.704273e-07, -0.00010652328, -7.89631e-07, -1.147242e-06, -1.3663626e-05]","[99.70300432732859, 99.99982567412195, 67.22783721255459, 70.04199046495658, 99.99993295729247, 99.98934823934032, 99.99992103693117, 99.99988527586581, 99.99863364673469]",A
"['B', ')', ' IM', ' oxy', 'toc', 'in']","[-2.2842309e-05, 0.0, -1.0280384e-06, -6.372917e-05, -4.4849444e-06, -3.1281633e-07]","[99.99771579518836, 100.0, 99.99989719621284, 99.99362728606604, 99.99955150656574, 99.99996871837189]",B
"['C', ')', ' Her', 'editary', ' s', 'pher', 'oc', 'yt', 'osis']","[-0.0018992441, -1.9361265e-07, -1.7432603e-06, -5.0378356e-05, -8.180258e-06, -1.9361265e-07, -3.1281633e-07, -1.6240566e-06, -6.869018e-06]","[99.81025583228148, 99.99998063873687, 99.99982567412195, 99.9949622912968, 99.99918197754583, 99.99998063873687, 99.99996871837189, 99.99983759447187, 99.99931310055916]",C
"['D', ')', ' Hem', 'odial', 'ysis']","[-0.192317, -1.147242e-06, -1.8624639e-06, -5.383526e-05, -1.3902034e-05]","[82.50452876771202, 99.99988527586581, 99.99981375378344, 99.99461661890916, 99.99860980626329]",A
"['A', ')', ' Pro', 'line']","[-0.59487873, -1.1517961e-05, -2.3392786e-06, -6.704273e-07]","[55.162945791610994, 99.99884821053314, 99.9997660724136, 99.99993295729247]",C
"['D', ')', ' Fox', 'es']","[-0.07006048, -1.3856493e-06, -1.9146995e-05, -1.0280384e-06]","[93.23374304329552, 99.99986143516601, 99.99808531883025, 99.99989719621284]",A
"['A', ')', ' Increase', ' in', ' frequency', ' with', ' age']","[-0.008202364, -1.2664457e-06, -8.89548e-06, -6.704273e-07, -1.7432603e-06, 0.0, -1.147242e-06]","[99.18311836017195, 99.99987335551019, 99.99911045595647, 99.99993295729247, 99.99982567412195, 100.0, 99.99988527586581]",A
"['A', ')', ' Ad', 'en', 'ov', 'irus']","[-0.00035107418, -2.1008714e-06, -3.1281633e-07, -2.6060809e-05, -1.2664457e-06, -2.6968896e-06]","[99.96489874393288, 99.99978991308069, 99.99996871837189, 99.997393953058, 99.99987335551019, 99.99973031140365]",A
"['A', ')', ' M', 'ening', 'o', 'cele']","[-0.19166134, -7.89631e-07, -1.0921943e-05, -5.5122365e-07, -6.289474e-05, 0.0]","[82.5586414248577, 99.99992103693117, 99.99890781166442, 99.9999448776502, 99.99371072378327, 100.0]",A
"['C', ')', ' Copper']","[-0.17621812, -0.006896286, -7.226629e-06]","[83.8435083930283, 99.31274388112745, 99.9992773397112]",B
"['A', ')', ' laser', ' phot', 'oco', 'ag', 'ulation']","[-4.9186317e-05, -1.9361265e-07, -1.1637165e-05, -2.220075e-06, -2.4584822e-06, -3.888926e-06, -1.7239736e-05]","[99.9950814892627, 99.99998063873687, 99.99883629027116, 99.99977799274644, 99.9997541520822, 99.99961110815619, 99.99827604126034]",A
"['C', ')', ' Diff', 'use', ' large', ' B', '-cell', ' lymph', 'oma', ' (', 'DL', 'B', 'CL', ')']","[-0.19032717, -4.3202e-07, -3.1281633e-07, -8.537869e-06, -0.000105331244, 0.0, -1.0280384e-06, -5.5122365e-07, -4.8425554e-06, -5.5122365e-07, 0.0, -1.27099975e-05, -1.6524515e-05, -4.604148e-06]","[82.6688621977623, 99.99995679800934, 99.99996871837189, 99.99914621674475, 99.98946743031408, 100.0, 99.99989719621284, 99.9999448776502, 99.99951574563252, 99.9999448776502, 100.0, 99.99872900832717, 99.9983475621529, 99.99953958625991]",C
"['A', ')', ' Exhibition', 'ism']","[-0.00035476952, -1.8624639e-06, -3.7697225e-06, -6.704273e-07]","[99.96452934032648, 99.99981375378344, 99.99962302846053, 99.99993295729247]",A
"['A', ')', ' Rad', 'ial']","[-0.25018525, -1.2664457e-06, -3.1281633e-07, -1.9361265e-07]","[77.8656523588788, 99.99987335551019, 99.99996871837189, 99.99998063873687]",D
"['D', ')', ' N', 'PO', ' for', ' four', ' hours', ' after', ' a', ' full', ' meal']","[-0.9590291, -7.89631e-07, -5.080963e-06, -2.220075e-06, -1.9361265e-07, -3.4121115e-06, -4.3202e-07, -4.3202e-07, -2.3392786e-06, -1.9816675e-06, -7.89631e-07]","[38.32648172029032, 99.99992103693117, 99.9994919049908, 99.99977799274644, 99.99998063873687, 99.99965878943212, 99.99995679800934, 99.99995679800934, 99.9997660724136, 99.99980183344636, 99.99992103693117]",A
"['D', ')', ' ATP', ' cit', 'rate', ' ly', 'ase']","[-6.5278815e-05, -4.3202e-07, -1.7432603e-06, -1.6643718e-05, -2.1008714e-06, -5.5122365e-07, -5.5577775e-06]","[99.99347233156155, 99.99995679800934, 99.99982567412195, 99.99833564205059, 99.99978991308069, 99.9999448776502, 99.99944422379444]",B
"['D', ')', ' Hy', 'al', 'ine', ' arter', 'ios', 'clerosis']","[-0.10070542, -6.704273e-07, -2.3392786e-06, -1.6166903e-05, -8.657073e-06, -1.186141, -0.04514045, -2.8444882e-05]","[90.41993527030115, 99.99993295729247, 99.9997660724136, 99.99838332276838, 99.99913429644724, 30.53975220548014, 95.5863221415435, 99.99715555225518]",D
"['C', ')', ' Median']","[-0.13482526, -1.9361265e-07, -1.3856493e-06]","[87.38685981462702, 99.99998063873687, 99.99986143516601]",B
"['A', ')', ' P', 'eth', 'idine']","[-0.067819536, -5.5122365e-07, -1.0280384e-06, -5.5122365e-07, -2.577686e-06]","[93.4429089173382, 99.9999448776502, 99.99989719621284, 99.9999448776502, 99.99974223173223]",A
"['B', ')', ' Mast', ' cells']","[-0.04538437, -3.650519e-06, -3.1281633e-07, -3.6669935e-05]","[95.56300956916365, 99.99963494876631, 99.99996871837189, 99.9963330737334]",A
"['A', ')', ' Length', ' of', ' t', 'ibia', '/f', 'em', 'ur', ' x', ' ', '100']","[-0.00069670804, 0.0, -2.1008714e-06, -3.1281633e-07, -5.5122365e-07, -5.2001665e-06, -6.511407e-06, -3.0545007e-06, -4.7040652e-05, 0.0, -4.3202e-07, -4.3202e-07]","[99.93035346046923, 100.0, 99.99978991308069, 99.99996871837189, 99.9999448776502, 99.99947998470209, 99.99934886141992, 99.9996945503965, 99.9952960454394, 100.0, 99.99995679800934, 99.99995679800934]",A
"['A', ')', ' Disease']","[-0.009423128, -1.0445127e-05, -2.1008714e-06]","[99.06211305435816, 99.99895549275502, 99.99978991308069]",B
"['A', ')', ' IL', ' -', ' ', '1', ' antagonist']","[-0.0002600246, 0.0, -2.4584822e-06, -0.022709096, -0.0002385826, -1.0921943e-05, -1.247159e-05]","[99.97400092034663, 100.0, 99.9997541520822, 97.75468146933525, 99.97614458585652, 99.99890781166442, 99.998752848777]",A
"['A', ')', ' Per', ' operative', ' ch', 'olang', 'i', 'ography']","[-0.00069956895, -6.704273e-07, -1.6643718e-05, -0.0045370427, -1.2948405e-05, -1.60477e-05, -3.888926e-06, -1.4498052e-05]","[99.93006756913067, 99.99993295729247, 99.99833564205059, 99.54732341302172, 99.99870516788303, 99.99839524287637, 99.99961110815619, 99.99855020530963]",D
"['A', ')', ' Her', 'editary', ' s', 'pher', 'oc', 'yt', 'osis']","[-0.000371447, -6.704273e-07, -4.3202e-07, -5.9795446e-05, -3.5313153e-06, -1.9361265e-07, -1.2664457e-06, -9.0883464e-07, -3.1281633e-07]","[99.96286219778962, 99.99993295729247, 99.99995679800934, 99.9940206341712, 99.99964686909351, 99.99998063873687, 99.99987335551019, 99.9999091165773, 99.99996871837189]",A
"['A', ')', ' Amit', 'rypt', 'ill', 'ine']","[-0.00023786737, -4.00813e-06, -1.3856493e-06, -0.054884315, -0.00075542775, -6.704273e-07]","[99.97621609181999, 99.99959918780326, 99.99986143516601, 94.65946484214835, 99.92448575137061, 99.99993295729247]",A
"['A', ')', ' Bil', 'ateral', ' hy', 'd', 'rou', 're', 'ter', 'one', 'ph', 'rosis']","[-0.005654421, -2.1008714e-06, -6.704273e-07, -1.3544423e-05, -9.968313e-06, -1.473646e-05, -4.9617593e-06, -4.167649e-05, -3.0232935e-05, -1.0921943e-05, -1.0280384e-06, -1.6762922e-05]","[99.43615351499938, 99.99978991308069, 99.99993295729247, 99.99864556687253, 99.99900317366834, 99.99852636485811, 99.99950382530095, 99.9958324378453, 99.99697675220106, 99.99890781166442, 99.99989719621284, 99.9983237218497]",C
"['C', ')', ' Phen', 'yl', 'alan', 'ine', ' hydro', 'x', 'yl', 'ase']","[-0.00017767686, -3.1281633e-07, -4.3202e-07, -6.9882217e-06, -3.7697225e-06, -5.4385737e-06, -1.147242e-06, -2.0696643e-05, -3.650519e-06, -7.58424e-06]","[99.98223389235986, 99.99996871837189, 99.99995679800934, 99.99930118027176, 99.99962302846053, 99.9994561441089, 99.99988527586581, 99.9979303571174, 99.99963494876631, 99.99924157887602]",C
"['C', ')', ' Be', 'ating', ' on', ' ears']","[-0.022624029, -3.1281633e-07, -1.9816675e-06, -5.080963e-06, -3.650519e-06, -2.7968066e-05]","[97.76299752052955, 99.99996871837189, 99.99980183344636, 99.9994919049908, 99.99963494876631, 99.99720323251027]",C
"['C', ')', ' luc', 'io', ' b', 'ini']","[-0.0004300732, -1.3856493e-06, -0.0013628548, -2.2007884e-05, -3.464347e-05, -1.0802739e-05]","[99.95700192682222, 99.99986143516601, 99.86380734648583, 99.99779923581717, 99.9965357130078, 99.99891973193493]",C
"['D', ')', ' Enter', 'ov', 'irus']","[-0.015471818, -3.1281633e-07, -4.4849444e-06, -9.0883464e-07, -5.3193703e-06]","[98.46472556896806, 99.99996871837189, 99.99955150656574, 99.9999091165773, 99.99946806438477]",D
"['A', ')', ' Human']","[-0.0017507458, -2.220075e-06, -1.4498052e-05]","[99.82507858614478, 99.99977799274644, 99.99855020530963]",C
"['C', ')', ' Serum', ' ferr', 'itin']","[-0.004370779, -1.9361265e-07, -1.9361265e-07, -0.00012499251, -5.2001665e-06]","[99.5638758953378, 99.99998063873687, 99.99998063873687, 99.98750153012384, 99.99947998470209]",C
"['B', ')', ' ', '300', '00']","[-0.56751704, -4.3202e-07, -1.11603495e-05, -2.6895234e-05, -1.147242e-06]","[56.69313604442353, 99.99995679800934, 99.99888397127765, 99.99731051276736, 99.99988527586581]",A
"['D', ')', ' Velocity', ' of', ' bullet']","[-0.00022332452, 0.0, -7.89631e-07, 0.0, -2.677603e-05]","[99.97767004150644, 100.0, 99.99992103693117, 100.0, 99.99732243284747]",D
"['A', ')', ' b']","[-0.004851719, -0.003517995, -0.0004340069]","[99.51600315774468, 99.64881858941673, 99.9566087267371]",D
"['A', ')', ' Meth', 'ot', 'rex', 'ate']","[-0.023100818, -4.3202e-07, -2.220075e-06, -3.6669935e-05, -1.9361265e-07, 0.0]","[97.71639630906006, 99.99995679800934, 99.99977799274644, 99.9963330737334, 99.99998063873687, 100.0]",C
"['A', ')', ' ', '200', '0', ' i', 'u']","[-0.04737534, -5.5122365e-07, -1.1041146e-05, -1.2829201e-05, -0.00077913096, -6.392203e-06, -6.704273e-07]","[95.37293576241235, 99.9999448776502, 99.99889589149532, 99.99871708812938, 99.92211724837138, 99.99936078174301, 99.99993295729247]",C
"['B', ')', ' Bell', '-M', 'ag', 'end', 'ie', ""'s"", ' law']","[-0.0029951741, -1.0280384e-06, -2.8160932e-06, -3.5313153e-06, -4.7875077e-05, -3.8696395e-05, -1.1736767, -1.60477e-05, -0.0017524146]","[99.70093069589777, 99.99989719621284, 99.99971839107651, 99.99964686909351, 99.99521260689932, 99.99613043536958, 30.922791035314162, 99.99839524287637, 99.82491199819263]",B
"['B', ')', ' Tr', 'acer', ' bullet']","[-4.6563837e-05, -3.1281633e-07, -3.1281633e-07, -1.504853e-06, -1.3306016e-05]","[99.99534372470787, 99.99996871837189, 99.99996871837189, 99.99984951481323, 99.99866940725246]",B
"['A', ')', ' Digital', ' block']","[-0.23785248, -3.5313153e-06, -6.869018e-06, -7.13582e-05]","[78.8318975331675, 99.99964686909351, 99.99931310055916, 99.99286443459357]",A
"['D', ')', ' Wy', 'burn', '-M', 'ason', ' syndrome']","[-0.32876715, -4.3202e-07, -2.577686e-06, -2.749125e-05, -1.4259645e-05, -9.014684e-06, -0.0001468068]","[71.98106051342457, 99.99995679800934, 99.99974223173223, 99.99725091278809, 99.99857404566683, 99.99909853566321, 99.9853203975591]",D
"['A', ')', ' Bus', 'pir', 'one']","[-7.4576696e-05, -3.0545007e-06, -5.5577775e-06, -2.6418418e-05, 0.0]","[99.99254260847727, 99.9996945503965, 99.99944422379444, 99.99735819309633, 100.0]",A
"['B', ')', ' ', '8', ' weeks']","[-0.105676584, -7.89631e-07, -6.749814e-06, -5.9153886e-06, -3.888926e-06]","[89.97155834419465, 99.99992103693117, 99.99932502087799, 99.99940846288958, 99.99961110815619]",B
"['B', ')', ' ', '6', 'th']","[-0.54836434, -5.5122365e-07, -1.50940705e-05, -1.147242e-06, -4.3202e-07]","[57.78942763093369, 99.9999448776502, 99.9984906043415, 99.99988527586581, 99.99995679800934]",C
"['B', ')', ' Human', ' development', ' index']","[-0.002174647, -4.3202e-07, -2.3392786e-06, -0.00065739284, -3.7697225e-06]","[99.7827715831702, 99.99995679800934, 99.9997660724136, 99.93428231953304, 99.99962302846053]",A
"['B', ')', ' Fib', 'ro', 'bl', 'asts']","[-7.958325e-05, -3.1281633e-07, -7.89631e-07, -2.7968066e-05, -7.226629e-06, -2.9352968e-06]","[99.99204199166628, 99.99996871837189, 99.99992103693117, 99.99720323251027, 99.9992773397112, 99.9997064707508]",B
"['D', ')', ' U', 're', 'ter', 'ic', ' re', 'impl', 'ant', 'ation']","[-0.00093337503, -1.9361265e-07, -1.3856493e-06, -6.718607e-05, -1.6882126e-05, -1.0280384e-06, -1.504853e-06, -1.735894e-05, -1.700133e-05, -1.27099975e-05]","[99.90670604289807, 99.99998063873687, 99.99986143516601, 99.99328161869335, 99.99831180165023, 99.99989719621284, 99.99984951481323, 99.99826412106655, 99.99829988145218, 99.99872900832717]",A
"['B', ')', ' an', 'ore', 'xia', ' nerv', 'osa']","[-0.00023393365, -1.0280384e-06, -0.00037156625, -1.8624639e-06, -1.504853e-06, 0.0, -1.8624639e-06]","[99.97660937103427, 99.99989719621284, 99.962850277219, 99.99981375378344, 99.99984951481323, 100.0, 99.99981375378344]",B
"['A', ')', ' St', 'om', 'ach']","[-0.15890117, -1.6240566e-06, -3.1281633e-07, -7.89631e-07, -1.3544423e-05]","[85.30806647651907, 99.99983759447187, 99.99996871837189, 99.99992103693117, 99.99864556687253]",A
"['C', ')', ' Gl', 'ott', 'ic', ' cancer']","[-0.024016235, -7.89631e-07, -4.3202e-07, -1.0280384e-06, -2.4584822e-06, -2.9756122e-05]","[97.6269859888073, 99.99992103693117, 99.99995679800934, 99.99989719621284, 99.9997541520822, 99.9970244320709]",C
"['B', ')', ' Suc', 'rase']","[-0.0107398145, -1.9361265e-07, -2.486877e-05, -5.4385737e-06]","[98.93176513993926, 99.99998063873687, 99.99751315392254, 99.9994561441089]",B
"['C', ')', ' Hep', 'atic', ' nec', 'rosis']","[-4.3822154e-05, -3.1281633e-07, -3.1281633e-07, -5.6769813e-06, -0.00019960667, -5.7888185e-05]","[99.99561788061766, 99.99996871837189, 99.99996871837189, 99.9994323034814, 99.9800413250086, 99.99421134904887]",C
"['B', ')', ' Out', 'ward']","[-0.7053034, -1.9361265e-07, -4.3202e-07, -5.5122365e-07]","[49.395868445414514, 99.99998063873687, 99.99995679800934, 99.9999448776502]",B
"['A', ')', ' Ch', 'al', 'cos', 'is']","[-0.33669594, -1.147242e-06, -1.3663626e-05, -1.8193366e-05, 0.0, -2.2603901e-05]","[71.41259440292485, 99.99988527586581, 99.99863364673469, 99.99818067994983, 100.0, 99.99773963544662]",D
"['B', ')', ' Int', 'uss', 'us', 'ception']","[-0.15779178, -7.89631e-07, -1.7432603e-06, -4.1080468e-05, -9.4914985e-06, 0.0]","[85.40275890809393, 99.99992103693117, 99.99982567412195, 99.9958920375791, 99.99905085465441, 100.0]",A
"['A', ')', ' Rib', 'av', 'ir', 'in']","[-0.00043543737, -1.504853e-06, -1.7432603e-06, -1.1195066, -3.202099e-05, -6.9882217e-06]","[99.95646574190928, 99.99984951481323, 99.99982567412195, 32.64408207955965, 99.99679795226665, 99.99930118027176]",A
"['C', ')', ' Res', 'usc', 'itation', ' in', ' operating', ' room']","[-0.027429236, -5.5122365e-07, 0.0, -8.776276e-06, -6.9882217e-06, -1.9361265e-07, -0.0007904516, -6.704273e-07]","[97.2943529493404, 99.9999448776502, 100.0, 99.99912237625114, 99.99930118027176, 99.99998063873687, 99.92098607245681, 99.99993295729247]",B
"['D', ')', ' W', 'ucher', 'eria']","[-1.0055435, -9.0883464e-07, -1.0280384e-06, -7.58424e-06, -1.504853e-06]","[36.58457435985804, 99.9999091165773, 99.99989719621284, 99.99924157887602, 99.99984951481323]",B
"['B', ')', ' Gon', 'oc', 'oc', 'ci']","[-0.11960189, -1.9816675e-06, -7.9418505e-06, -0.00039468808, -1.640531e-05, -4.3202e-07]","[88.72735989062541, 99.99980183344636, 99.99920581810365, 99.9605389799094, 99.99835948245664, 99.99995679800934]",C
"['C', ')', ' ', '2', 'nd', ' generation', ' c', 'ip', 'hal', 'os', 'por', 'in']","[-0.2590967, -4.3202e-07, -5.080963e-06, -7.9418505e-06, -1.9816675e-06, -2.5345586e-05, -0.21044369, -0.07653786, 0.0, -4.3202e-07, -6.704273e-07, -1.867018e-05]","[77.1748391365875, 99.99995679800934, 99.9994919049908, 99.99920581810365, 99.99980183344636, 99.99746547351967, 81.02246776204319, 92.63178432313865, 100.0, 99.99995679800934, 99.99993295729247, 99.99813299942866]",A
"['C', ')', ' ACE', ' inhibitors']","[-0.5959314, -7.89631e-07, -3.0545007e-06, -0.00016218038]","[55.10490796616278, 99.99992103693117, 99.9996945503965, 99.98378327705268]",C
"['B', ')', ' Bit', 'ewing', ' Radi', 'ographs']","[-0.0013815442, 0.0, -2.9352968e-06, -2.677603e-05, -0.0047113644, -1.0564331e-05]","[99.8619409692856, 100.0, 99.9997064707508, 99.99732243284747, 99.5299716668108, 99.99894357248024]",A
"['C', ')', ' Rect', 'os', 'igmoid']","[-1.505547, -0.052042253, -1.700133e-05, -8.89548e-06, -1.9027791e-05]","[22.189588358095424, 94.9288755697693, 99.99829988145218, 99.99911045595647, 99.99809723900273]",C
"['B', ')', ' Y', 'oh', 'imb', 'ine']","[-0.00078032294, -3.1281633e-07, -1.3856493e-06, -1.147242e-06, -5.6769813e-06, -1.504853e-06]","[99.92199814327705, 99.99996871837189, 99.99986143516601, 99.99988527586581, 99.9994323034814, 99.99984951481323]",B
"['B', ')', ' Per', 'itone', 'al', ' irritation', ' from', ' corpus', ' hemorrh', 'agic', 'um']","[-0.00022523178, 0.0, -1.2664457e-06, -1.7478143e-05, -4.246537e-06, -3.0545007e-06, -1.9361265e-07, -6.0345924e-06, -1.7478143e-05, -5.5122365e-07, -1.9816675e-06]","[99.97747935827732, 100.0, 99.99987335551019, 99.99825220097418, 99.99957534720166, 99.9996945503965, 99.99998063873687, 99.99939654258081, 99.99825220097418, 99.9999448776502, 99.99980183344636]",B
"['A', ')', ' G', 'CS']","[-0.00027957035, -3.1281633e-07, -2.4584822e-06, -3.1281633e-07]","[99.97204687261487, 99.99996871837189, 99.9997541520822, 99.99996871837189]",A
"['B', ')', ' Type', ' II', ' collagen']","[-0.00015002528, -1.9361265e-07, -1.9361265e-07, -1.2664457e-06, -1.4617256e-05]","[99.98499859732296, 99.99998063873687, 99.99998063873687, 99.99987335551019, 99.99853828508316]",B
"['A', ')', ' K', '+', ' ATP', ' channel', ' blocker']","[-0.00036882452, -1.7432603e-06, -9.0883464e-07, -1.0280384e-06, -1.2829201e-05, -5.7961847e-06, -1.8624639e-06]","[99.96312434874021, 99.99982567412195, 99.9999091165773, 99.99989719621284, 99.99871708812938, 99.99942038320978, 99.99981375378344]",A
"['A', ')', ' Sil', 'ic', 'osis']","[-0.016962796, -7.89631e-07, -9.968313e-06, -6.869018e-06, -3.1281633e-07]","[98.31802621929643, 99.99992103693117, 99.99900317366834, 99.99931310055916, 99.99996871837189]",D
"['C', ')', ' Superior', ' ob', 'lique']","[-0.09972989, -1.147242e-06, -3.650519e-06, -6.6947665e-05, -3.5313153e-06]","[90.50818566821205, 99.99988527586581, 99.99963494876631, 99.99330545759449, 99.99964686909351]",D
"['B', ')', ' Com', 'press', 'ing', ' the', ' thighs', ' with', ' two', ' roads']","[-0.003416413, -3.1281633e-07, -4.3202e-07, -1.2590794e-05, -9.133887e-06, -2.9875326e-05, -4.2630116e-05, -3.1281633e-07, -1.3186812e-05, -0.18913214]","[99.65894162985732, 99.99996871837189, 99.99995679800934, 99.99874092852637, 99.99908661547138, 99.9970125120263, 99.99573707926504, 99.99996871837189, 99.99868132749457, 82.76771302124023]",A
"['C', ')', ' Ep', 'iphy', 'se', 'al', ' dys', 'pl', 'asia']","[-0.033924256, 0.0, -4.3202e-07, -6.9882217e-06, -3.1281633e-07, -5.5122365e-07, -8.363618e-05, -5.9153886e-06, -1.147242e-06]","[96.66447194023084, 100.0, 99.99995679800934, 99.99930118027176, 99.99996871837189, 99.9999448776502, 99.99163673174078, 99.99940846288958, 99.99988527586581]",D
"['D', ')', ' Val', 'pro', 'ate']","[-0.6234367, -1.3856493e-06, -1.2113979e-05, -3.888926e-06, -1.3856493e-06]","[53.60988571157068, 99.99986143516601, 99.9987886094374, 99.99961110815619, 99.99986143516601]",A
"['C', ')', ' M', 'align', 'ant', ' ter', 'at', 'oma']","[-1.9813133, -1.6240566e-06, -6.704273e-07, -1.8624639e-06, -4.604148e-06, -3.5358695e-05, -1.6166903e-05, -1.9361265e-07]","[13.788802999735971, 99.99983759447187, 99.99993295729247, 99.99981375378344, 99.99953958625991, 99.99646419301112, 99.99838332276838, 99.99998063873687]",A
"['A', ')', ' Liver', ' function', ' test']","[-0.106512815, -4.00813e-06, -5.9153886e-06, -1.8789384e-05, -8.709308e-05]","[89.89635278698057, 99.99959918780326, 99.99940846288958, 99.99812107925193, 99.99129107124922]",B
"['C', ')', ' Se', 'vere']","[-0.0013794022, -3.650519e-06, -1.504853e-06, -3.1281633e-07]","[99.86215487379225, 99.99963494876631, 99.99984951481323, 99.99996871837189]",C
"['B', ')', ' ', '8', ' mg', '/', ' ml']","[-0.7511078, -3.1281633e-07, -7.226629e-06, -4.3583746e-05, -2.6537622e-05, -1.0399412, -3.297462e-05]","[47.18435548159251, 99.99996871837189, 99.9992773397112, 99.99564172037576, 99.99734627301196, 35.347546570511554, 99.99670259236568]",A
"['D', ')', ' Calcium', ' le', 'uc', 'ov', 'or', 'in']","[-9.960947e-05, -1.9361265e-07, -3.1737043e-06, -1.6240566e-06, -7.703444e-06, -9.0883464e-07, -6.704273e-07, 0.0]","[99.99003954908585, 99.99998063873687, 99.99968263007362, 99.99983759447187, 99.99922965856715, 99.9999091165773, 99.99993295729247, 100.0]",D
"['C', ')', ' Se', 'vere', ' B', 'PD']","[-0.0817117, -4.3202e-07, -4.3202e-07, -1.9361265e-07, -1.1041146e-05, -3.1281633e-07]","[92.15375996923505, 99.99995679800934, 99.99995679800934, 99.99998063873687, 99.99889589149532, 99.99996871837189]",C
"['D', ')', ' D', 'exam', 'eth', 'as', 'one']","[-0.00023703295, -5.025915e-05, -3.7697225e-06, -1.0280384e-06, -7.9418505e-06, -4.604148e-06, -9.0883464e-07]","[99.97629951400903, 99.99497421129699, 99.99962302846053, 99.99989719621284, 99.99920581810365, 99.99953958625991, 99.9999091165773]",D
"['D', ')', ' St', 'om', 'ach', ' and', ' Int', 'est', 'ine']","[-0.11859785, -3.1281633e-07, -9.0883464e-07, -1.3856493e-06, -1.378283e-05, -1.9361265e-07, -3.9530823e-05, -4.0961266e-05, -5.5265704e-05]","[88.81649044688416, 99.99996871837189, 99.9999091165773, 99.99986143516601, 99.99862172649827, 99.99998063873687, 99.99604699583327, 99.99590395729012, 99.9944735823121]",D
"['C', ')', ' d', '-w', 'aves']","[-0.3439969, -1.2664457e-06, -1.7597347e-05, -3.2929079e-06, -9.253091e-06]","[70.89311257325942, 99.99987335551019, 99.99824028078324, 99.99967070975217, 99.99907469518097]",A
"['C', ')', ' C', 'ido', 'fo', 'vir']","[-0.00015455135, -0.00162198, -1.6240566e-06, -1.7835755e-05, -8.637786e-05, 0.0]","[99.98454605924447, 99.83793346986592, 99.99983759447187, 99.99821644040561, 99.991362587046, 100.0]",C
"['D', ')', ' CT', ' scan']","[-0.00049715186, 0.0, -9.0883464e-07, -2.9636918e-05]","[99.95029716995091, 100.0, 99.9999091165773, 99.99703635211691]",B
"['C', ')', ' Cross', 'ed', ' ext', 'ensor', ' reflex']","[-2.1007447, -4.3202e-07, -3.1281633e-07, -1.7432603e-06, -5.9153886e-06, -4.8113485e-05, -1.0280384e-06]","[12.236526889826058, 99.99995679800934, 99.99996871837189, 99.99982567412195, 99.99940846288958, 99.99518876724352, 99.99989719621284]",D
"['C', ')', ' Ros', 'uv', 'ast', 'atin']","[-0.009579831, -6.704273e-07, -1.147242e-06, -1.2829201e-05, -3.888926e-06, -5.7961847e-06]","[99.0465909402689, 99.99993295729247, 99.99988527586581, 99.99871708812938, 99.99961110815619, 99.99942038320978]",C
"['B', ')', ' T', 'rypt', 'oph', 'an']","[-5.4312077e-05, -1.9361265e-07, -1.3856493e-06, -4.2153304e-05, -4.9617593e-06, 0.0]","[99.99456893978743, 99.99998063873687, 99.99986143516601, 99.9957847584438, 99.99950382530095, 100.0]",B
"['D', ')', ' Pul', 'monary', ' throm', 'bo', 'emb', 'ol', 'ism']","[-2.569018, -1.147242e-06, -1.2664457e-06, -2.9279307e-05, -5.9795446e-05, -9.4914985e-06, -1.8624639e-06, -1.2352386e-05, -3.1281633e-07]","[7.661074024413185, 99.99988527586581, 99.99987335551019, 99.99707211216348, 99.9940206341712, 99.99905085465441, 99.99981375378344, 99.99876476902904, 99.99996871837189]",C
"['D', ')', ' HB', 's', 'Ag']","[-0.0023337821, -1.9361265e-07, -3.888926e-06, -3.1281633e-07, 0.0]","[99.76689390521749, 99.99998063873687, 99.99961110815619, 99.99996871837189, 100.0]",C
"['C', ')', ' Breast']","[-4.20341e-05, -4.1273333e-06, -2.8160932e-06]","[99.99579667834205, 99.99958726752173, 99.99971839107651]",C
"['B', ')', ' A', ' poultry', ' worker']","[-0.0021428857, -3.1281633e-07, -1.3067608e-05, -3.2929079e-06, -1.0280384e-06]","[99.78594086404325, 99.99996871837189, 99.99869324773807, 99.99967070975217, 99.99989719621284]",A
"['A', ')', ' Rot', 'avirus']","[-0.00031532408, -2.220075e-06, -7.226629e-06, -5.080963e-06]","[99.96847256294127, 99.99977799274644, 99.9992773397112, 99.9994919049908]",A
"['A', ')', ' Tra', 'uma']","[-0.00066716387, -1.504853e-06, -4.00813e-06, -1.8624639e-06]","[99.93330586343296, 99.99984951481323, 99.99959918780326, 99.99981375378344]",A
"['B', ')', ' T', 'GA']","[-0.13942583, -9.0883464e-07, -1.1398757e-05, -4.3202e-07]","[86.98575381454367, 99.9999091165773, 99.99886013079656, 99.99995679800934]",B
"['B', ')', ' Val', 'ine']","[-0.2069467, -4.3202e-07, -1.9816675e-06, -3.1737043e-06]","[81.30629850897856, 99.99995679800934, 99.99980183344636, 99.99968263007362]",B
